# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 9.347173571586608887e-02 2.930942773818969727e-01 0.000000000000000000e+00 1.000000000000000000e+00 9.299007058143615723e-02 2.985823154449462891e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.193237066268920898e+00
1.000000000000000000e+03 8.692333474755287170e-03 7.142978720366954803e-03 1.801959825797894155e-07 3.209561400581151247e-04 9.633882902562618256e-03 6.712279282510280609e-03 0.000000000000000000e+00 0.000000000000000000e+00 7.830432057380676270e-01
2.000000000000000000e+03 6.024219561368227005e-03 4.220898263156414032e-03 9.514273529021011200e-07 1.269857311854138970e-04 6.360334344208240509e-03 3.973491024225950241e-03 0.000000000000000000e+00 0.000000000000000000e+00 6.201938986778259277e-01
3.000000000000000000e+03 3.471284639090299606e-03 3.635563887655735016e-03 1.441958261239051353e-06 6.882976595079526305e-05 3.689798992127180099e-03 3.585408674553036690e-03 0.000000000000000000e+00 0.000000000000000000e+00 4.957522749900817871e-01
4.000000000000000000e+03 1.451471820473670959e-03 1.859645592048764229e-03 1.191032310998707544e-06 2.450001011311542243e-05 1.582633005455136299e-03 1.805542735382914543e-03 0.000000000000000000e+00 0.000000000000000000e+00 3.073846995830535889e-01
5.000000000000000000e+03 6.118614692240953445e-04 5.671884864568710327e-04 1.272622398573730607e-06 5.245785814622649923e-06 6.241743685677647591e-04 4.821165930479764938e-04 0.000000000000000000e+00 0.000000000000000000e+00 1.541521251201629639e-01
6.000000000000000000e+03 2.440277894493192434e-04 1.395060535287484527e-04 3.297891453257761896e-07 4.362525487522361800e-06 2.254192513646557927e-04 1.499725622124969959e-04 0.000000000000000000e+00 0.000000000000000000e+00 5.924236774444580078e-02
7.000000000000000000e+03 8.977176912594586611e-05 2.918190693890210241e-05 7.525967760102503235e-08 2.196528043896250892e-07 7.817053119651973248e-05 3.363435826031491160e-05 0.000000000000000000e+00 0.000000000000000000e+00 2.537267841398715973e-02
8.000000000000000000e+03 7.086227997206151485e-04 3.118689346592873335e-04 2.563852176535874605e-04 1.974386577785480767e-05 7.334264228120446205e-04 3.170440613757818937e-04 0.000000000000000000e+00 0.000000000000000000e+00 2.637483552098274231e-02
9.000000000000000000e+03 1.013159053400158882e-04 5.968534387648105621e-04 7.611063779222604353e-07 2.796173430397175252e-05 9.916633280226960778e-05 6.020527216605842113e-04 0.000000000000000000e+00 0.000000000000000000e+00 2.592985704541206360e-02
1.000000000000000000e+04 8.601878107583615929e-06 6.029413270880468190e-06 4.188992477338615572e-07 5.925591040067956783e-08 8.776693903200794011e-06 7.876751624280586839e-06 0.000000000000000000e+00 0.000000000000000000e+00 4.725274629890918732e-03
1.100000000000000000e+04 3.702191634147311561e-06 2.513574372642324306e-06 4.672211506573376028e-10 5.741327413488761522e-10 4.142655598116107285e-06 3.948212906834669411e-06 0.000000000000000000e+00 0.000000000000000000e+00 2.836153376847505569e-03
1.200000000000000000e+04 4.057439127791440114e-06 2.556161007305490784e-06 5.079143647890305147e-07 7.866219675634056330e-09 4.839791472477372736e-06 3.384203864698065445e-06 0.000000000000000000e+00 0.000000000000000000e+00 3.071671351790428162e-03
1.300000000000000000e+04 5.791799139842623845e-06 9.113444320973940194e-06 9.443458459656994819e-09 1.237304445567133371e-06 7.202758752100635320e-06 1.030818202707450837e-05 0.000000000000000000e+00 0.000000000000000000e+00 3.773115109652280807e-03
1.400000000000000000e+04 3.999752607342088595e-06 5.582124686043243855e-06 7.103320740498020314e-07 3.323477812955388799e-07 4.505465312831802294e-06 7.052789896988542750e-06 0.000000000000000000e+00 0.000000000000000000e+00 3.532256232574582100e-03
1.500000000000000000e+04 5.141123547218739986e-04 4.876614839304238558e-04 1.525415573269128799e-04 6.470217340392991900e-05 5.324129597283899784e-04 4.885976086370646954e-04 0.000000000000000000e+00 0.000000000000000000e+00 2.816065587103366852e-02
1.600000000000000000e+04 1.058516136254183948e-05 8.356241778528783470e-06 1.893977696454385296e-06 1.216442115037352778e-06 1.194642391055822372e-05 9.597863936505746096e-06 0.000000000000000000e+00 0.000000000000000000e+00 4.196591209620237350e-03
1.700000000000000000e+04 7.967115379869937897e-05 3.550882393028587103e-04 9.814445547817740589e-06 4.220359551254659891e-05 7.309520879061892629e-05 3.654931497294455767e-04 0.000000000000000000e+00 0.000000000000000000e+00 2.080219797790050507e-02
1.800000000000000000e+04 1.792893726815236732e-06 7.633271366103144828e-07 5.432075411704317958e-08 4.143885234952904284e-11 2.444128995193750598e-06 1.780946149665396661e-06 0.000000000000000000e+00 0.000000000000000000e+00 1.233575982041656971e-03
1.900000000000000000e+04 7.403094969049561769e-06 2.143630081263836473e-05 9.399542477694922127e-07 3.184665274602593854e-06 8.510145562468096614e-06 2.181875061069149524e-05 0.000000000000000000e+00 0.000000000000000000e+00 5.163186695426702499e-03
2.000000000000000000e+04 6.619966825383016840e-06 2.235743886558339000e-05 8.920906680032203440e-08 8.613769182375108358e-07 6.601984296139562503e-06 2.540092464187182486e-05 0.000000000000000000e+00 0.000000000000000000e+00 6.098181940615177155e-03
